Title,Diff,Level,Const,Score,Clear,"Full Combo","All Justice","Full Chain",Genre
7thSense,MAS,14.5,14.7,1009324,1,1,0,0,ゲキマイ
"Swift Swing",MAS,14.5,14.8,1008181,1,0,0,0,ゲキマイ
超最終鬼畜妹フランドール・S,MAS,15,15,1008634,1,0,0,0,東方Project
"Help me, ERINNNNNN!!",MAS,14,14.1,1009990,1,1,1,0,東方Project
"Not On The Sidelines - Street Fighter 6 Main Theme",MAS,13,13.1,1009469,1,1,0,0,VARIETY
"Black MInD",MAS,15,15,1008185,1,0,0,0,VARIETY
"It's a pit world",MAS,13,13.2,1009939,1,1,1,0,VARIETY
VOLT,MAS,13.5,13.8,1009942,1,1,1,0,VARIETY
キミとボクへの葬送歌,MAS,15,15.2,1007406,1,0,0,0,VARIETY
淵底のグレイ・ユークロニア,MAS,15,15,1008863,1,0,0,0,ゲキマイ
"Destined Marionette",MAS,14,14.4,1009964,1,1,1,0,VARIETY
"Crossmythos Rhapsodia",EXP,14.5,14.6,1009895,1,1,1,0,ORIGINAL
"Crossmythos Rhapsodia",MAS,15.5,15.7,1004240,1,0,0,0,ORIGINAL
"A c i - L",MAS,15,15,1008173,1,1,0,0,VARIETY
"Galaxy Blaster",MAS,14.5,14.6,1009492,1,0,0,0,ゲキマイ
"Campus mode!!",EXP,9.5,9.5,1009983,1,1,1,0,POPS&ANIME
"Campus mode!!",MAS,12.5,12.6,1010000,1,1,1,0,POPS&ANIME
"Fighting My Way",MAS,13.5,13.9,1009909,1,1,1,2,POPS&ANIME
ありふれたせかいせいふく,MAS,13.5,13.9,1008048,1,0,0,0,niconico
ノンブレス・オブリージュ,MAS,14,14,1009950,1,1,1,0,niconico
ももいろの鍵,MAS,13.5,13.8,1009910,1,1,1,0,niconico
新人類,MAS,13.5,13.5,1009971,1,1,1,0,niconico
リアライズ,MAS,12.5,12.9,1009993,1,1,1,2,niconico
"RE Aoharu",MAS,13,13.2,1009994,1,1,1,0,VARIETY
"Unwelcome School",MAS,13.5,13.7,1009987,1,1,1,0,VARIETY
"Unwelcome School",ULT,15,15,1009038,1,0,0,0,VARIETY
彩りキャンバス,MAS,13.5,13.6,1009990,1,1,1,0,VARIETY
TAIDADA,MAS,13,13.1,1009974,1,1,1,2,POPS&ANIME
モエチャッカファイア,MAS,12.5,12.8,1009425,1,0,0,0,POPS&ANIME
モエチャッカファイア,ULT,14.5,14.5,1009659,1,1,0,0,POPS&ANIME
はいよろこんで,MAS,12.5,12.9,1009349,1,1,0,0,POPS&ANIME
ラヴィ,MAS,13,13,1009451,1,0,0,0,niconico
ラヴィ,ULT,14,14.4,1009685,1,1,0,0,niconico
テトリス,MAS,14,14.2,1009530,1,1,0,0,niconico
モ　ミ　ア　ゲ　ヲ　シ　ャ　カ　ア　ゲ　ヲ,MAS,13,13,1007826,1,0,0,0,niconico
"最終鬼畜妹フランドール・S (Chroma Remix)",MAS,14.5,14.9,1009365,1,0,0,0,東方Project
ニルヴの心臓,EXP,13,13,1009978,1,1,1,0,VARIETY
ニルヴの心臓,MAS,15,15,1008493,1,0,0,0,VARIETY
"Individual on parade!",MAS,12.5,12.6,1010000,1,1,1,2,ゲキマイ
"Energizing Flame",MAS,14.5,14.5,1009991,1,1,1,0,ゲキマイ
Daydreama,MAS,14,14.4,1009939,1,1,1,0,ゲキマイ
χρόνος,MAS,14.5,14.8,1009965,1,1,1,0,ORIGINAL
TOXIC,EXP,11,11.3,1010000,1,1,1,0,ORIGINAL
TOXIC,MAS,14,14.3,1009953,1,1,1,0,ORIGINAL
並行天涯,MAS,15,15.2,1009400,1,0,0,0,ORIGINAL
"luminoid love PART2",MAS,14,14.2,1009956,1,1,1,0,ORIGINAL
Wing:No.6223,MAS,14,14.1,1009969,1,1,1,0,ORIGINAL
エモーション・キャプチャー,MAS,12.5,12.9,1009981,1,1,1,0,ORIGINAL
Flap&Clap,MAS,14,14,1010000,1,1,1,0,ORIGINAL
神鳴,EXP,14,14.4,1008657,1,0,0,0,ORIGINAL
神鳴,MAS,15.5,15.6,1007691,1,0,0,0,ORIGINAL
ブタサンダー,MAS,13,13.3,1009941,1,1,1,0,niconico
私の歯医者さん,MAS,13,13.2,1007629,1,0,0,0,niconico
少女A,MAS,14,14.2,1008344,1,0,0,0,niconico
"え？あぁ、そう。- 10th Anniversary Edition -",MAS,14,14,1007967,1,0,0,0,niconico
ノーライ,MAS,14.5,14.7,1008876,1,0,0,0,ORIGINAL
あの日、あの部屋で、あったこと,MAS,15,15.1,1009123,1,0,0,0,ORIGINAL
"Star Saveler",MAS,14,14.3,1009971,1,1,1,2,ORIGINAL
Tru'nembra,EXP,14,14.4,1008624,1,0,0,0,ORIGINAL
Tru'nembra,MAS,15.5,15.6,1008783,1,0,0,0,ORIGINAL
単位がない！,MAS,13.5,13.9,1009985,1,1,1,0,イロドリミドリ
アージェントシンメトリー,MAS,14,14.4,1009960,1,1,1,0,ゲキマイ
1番輝く星,MAS,12.5,12.5,1009148,1,0,0,0,POPS&ANIME
うい麦畑でつかまえて,MAS,13.5,13.5,1009982,1,1,1,0,POPS&ANIME
幽霊船戦,MAS,14.5,14.5,1009951,1,1,1,0,POPS&ANIME
オブソミート,MAS,13.5,13.5,1009986,1,1,1,0,niconico
スーパーヒーロー,MAS,12.5,12.5,1009614,1,1,0,0,niconico
カルチャ,MAS,14,14,1008568,1,0,0,0,niconico
内臓♡マニピ,MAS,14.5,14.5,1008833,1,0,0,0,ORIGINAL
"Steamed on the Beat",MAS,14,14,1007974,1,0,0,0,ORIGINAL
Challenger!!,MAS,14,14,1009056,1,0,0,0,ORIGINAL
"Everything Will Be One",EXP,13.5,13.8,1008746,1,0,0,0,ORIGINAL
"Everything Will Be One",MAS,15,15.4,1008156,1,0,0,0,ORIGINAL
Burn!!!,MAS,14,14,1009906,1,1,1,0,イロドリミドリ
スパイダーダンス,MAS,14.5,14.5,1007594,1,0,0,0,VARIETY
きゅびずむ,MAS,12.5,12.5,1009662,1,1,0,0,POPS&ANIME
きゅびびびびずむ,MAS,14.5,14.5,1009947,1,1,1,0,POPS&ANIME
ナラク・オン・エア,MAS,14,14.2,1009990,1,1,1,0,ORIGINAL
システム,MAS,13.5,13.6,1009942,1,1,1,0,ORIGINAL
恋伯色,MAS,13.5,13.8,1009703,1,1,0,0,ORIGINAL
OUTRAGE,EXP,14,14,1009985,1,1,1,0,ORIGINAL
OUTRAGE,MAS,15,15.4,1008473,1,0,0,0,ORIGINAL
ソウルのピース,MAS,13.5,13.7,1009947,1,1,1,0,イロドリミドリ
ぎゅむ！,MAS,13,13.1,1009706,1,1,0,0,POPS&ANIME
ずんだシェイキング,MAS,13.5,13.5,1009935,1,1,1,0,niconico
夢と希望,MAS,13.5,13.5,1009148,1,0,0,0,VARIETY
"Garaxy Collapse",MAS,15,15.3,1007982,1,0,0,0,東方Project
"Necromantic",MAS,13,13.0,1009671,1,1,0,0,東方Project
"Idoratrize World",MAS,14,14.1,1010000,1,1,1,0,東方Project
"Worlders",MAS,12.5,12.8,1010000,1,1,1,0,niconico
はじまりの未来,MAS,12.5,12.9,1010000,1,1,1,0,niconico
渦状銀河のシンフォニエッタ,MAS,15,15.0,1,1,0,0,ゲキマイ
"Hardsync",MAS,14.5,14.8,1007762,1,0,0,0,イロドリミドリ
しとしとと,MAS,14.5,14.7,1009969,1,1,1,0,ゲキマイ
"Warp Speed",MAS,14,14.4,1009966,1,1,1,0,ORIGINAL
"In The Straying Story",MAS,14.5,14.5,1009487,1,0,0,0,ORIGINAL
Phenomenon,MAS,14.5,14.9,1007954,1,0,0,0,ORIGINAL
輪廻玲々,MAS,15,15.4,1007711,1,0,0,0,ORIGINAL
電光刹歌,MAS,14,14.1,,,,,,niconico
トレジャーガーデン,MAS,14,14.1,,,,,,niconico
ジェットブラック,MAS,13,13.3,,,,,,niconico
ウィーアーピコピコハンマーズ!!!!,MAS,14,14.2,,,,,,niconico
最愛人生ランナー,MAS,13.5,13.5,,,,,,niconico
幾四音-Ixion-【止】,WE,0,0,987958,1,0,0,0,"WORLD'S END"
B.B.K.K.B.K.K.【戻】,WE,0,0,1009819,1,1,1,0,"WORLD'S END"
"Garakuta Doll Play (sasakure.UK clutter remix)【改】",WE,0,0,1002637,1,0,0,0,"WORLD'S END"
"FREEDOM DiVE【狂】",WE,0,0,943006,1,0,0,0,"WORLD'S END"
チルノのパーフェクトさんすう教室【避】,WE,0,0,999488,1,0,0,0,"WORLD'S END"
回レ！雪月花【速】,WE,0,0,1007998,1,0,0,0,"WORLD'S END"
"Oshama Scramble!【改】",WE,0,0,1009835,1,1,1,0,"WORLD'S END"
だんだん早くなる【時】,WE,0,0,1009035,1,0,0,0,"WORLD'S END"
"Oshama Scramble! (Cranky Remix)【？】",WE,0,0,1008353,1,0,0,0,"WORLD'S END"
今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～【狂】,WE,0,0,843352,0,0,0,0,"WORLD'S END"
"AMAZING MIGHTYYYY!!!!【戻】",WE,0,0,991951,1,0,0,0,"WORLD'S END"
ウソラセラ【両】,WE,0,0,948049,0,0,0,0,"WORLD'S END"
volcanic【狂】,WE,0,0,1009423,1,0,0,0,"WORLD'S END"
WARNING×WARNING×WARNING【！】,WE,0,0,984631,1,0,0,0,"WORLD'S END"
"End Time【狂】",WE,0,0,966161,1,0,0,0,"WORLD'S END"
folern【狂】,WE,0,0,1006469,1,0,0,0,"WORLD'S END"
STARTLINER【避】,WE,0,0,1007815,1,0,0,0,"WORLD'S END"
ロキ【割】,WE,0,0,987566,1,0,0,0,"WORLD'S END"
巫女みこナース・愛のテーマ【狂】,WE,0,0,1006211,1,0,0,0,"WORLD'S END"
"Nijirate Fanatics【？】",WE,0,0,981018,1,0,0,0,"WORLD'S END"
"Trackless wilderness【狂】",WE,0,0,1008977,1,0,0,0,"WORLD'S END"
Random【分C】,WE,0,0,1003476,1,0,0,0,"WORLD'S END"
Random【分D】,WE,0,0,1005500,1,0,0,0,"WORLD'S END"
Random【分E】,WE,0,0,1006415,1,0,0,0,"WORLD'S END"
Random【分F】,WE,0,0,1006152,1,0,0,0,"WORLD'S END"
まっすぐ→→→ストリーム！【狂】,WE,0,0,1009939,1,1,1,2,"WORLD'S END"
ENDYMION【招】,WE,0,0,986273,1,0,0,0,"WORLD'S END"
Revived【狂】,WE,0,0,1007591,1,0,0,0,"WORLD'S END"
モア！ジャンプ！モア！【跳】,WE,0,0,1001245,1,0,0,0,"WORLD'S END"
"ETERNAL DRAIN【狂】",WE,0,0,994963,1,0,0,0,"WORLD'S END"
セガサターン起動音[H.][Remix]【舞】,WE,0,0,969968,1,0,0,0,"WORLD'S END"
ガチ恋ラビリンス【改】,WE,0,0,1006982,1,0,0,0,"WORLD'S END"
シル・ヴ・プレジデント【敷】,WE,0,0,1009976,1,1,1,0,"WORLD'S END"
レーイレーイ【？】,WE,0,0,118373,0,0,0,0,"WORLD'S END"
Parad'ox【狂】,WE,0,0,1003285,1,0,0,0,"WORLD'S END"
"otorii INNOVATED -[i]3-【狂】",WE,0,0,620730,0,0,0,0,"WORLD'S END"
強風オールバック【戻】,WE,0,0,1005229,1,0,0,0,"WORLD'S END"
強風オールバック【避】,WE,0,0,1001461,1,0,0,0,"WORLD'S END"
マツケンサンバⅡ【狂】,WE,0,0,986424,1,0,0,0,"WORLD'S END"
Reverberate【半】,WE,0,0,1005543,1,0,0,0,"WORLD'S END"
"What's up? Pop!【招】",WE,0,0,1003366,1,0,0,0,"WORLD'S END"
おくすり飲んで寝よう【狂】,WE,0,0,984202,1,0,0,0,"WORLD'S END"
"Sunlight Starlight【蔵】",WE,0,0,1003701,1,0,0,0,"WORLD'S END"
sølips【蔵】,WE,0,0,993285,1,0,0,0,"WORLD'S END"
Reach For The Stars【速】,WE,0,0,,,,,,"WORLD'S END"
GIGA BLAST【蔵】,WE,0,0,,,,,,"WORLD'S END"
可愛くてごめん【狂】,WE,0,0,,,,,,"WORLD'S END"
